Student_ID,Department,Graduation_Year,CGPA,Internship,Placement_Status,Company,Job_Role,Salary_LPA,Location
STU0772,Computer Science,2026,6.06,Yes,Placed,TCS,Full Stack Developer,6.08,Chennai
STU0084,Mechanical Engineering,2024,8.28,Yes,Placed,Cisco,Software Engineer,14.36,Mumbai
STU0154,Computer Science & Engineering,2025,6.83,Yes,Unplaced,,,,
STU0664,Information Technology,2026,6.81,No,Placed,TCS,Systems Engineer,5.14,Bangalore
STU0369,Information Technology,2023,8.79,Yes,Placed,Wipro,Full Stack Developer,5.9,Pune
STU0573,Mechanical Engineering,2024,8.78,Yes,Placed,JP Morgan,Software Engineer,21.64,Gurgaon
STU0452,IT,2024,7.28,Yes,Unplaced,,,,
STU0021,Computer Science & Engineering,2023,8.41,No,Placed,Wipro,Software Engineer,4.32,Pune
STU0472,Computer Science,2026,7.44,Yes,Placed,Accenture,Cloud Associate,5.97,Chennai
STU0618,Electronics,2023,8.12,Yes,Placed,IBM,Software Engineer,8.36,Pune
STU0717,Info Tech,2023,8.7,Yes,Placed,Cognizant,Software Engineer,7.07,Pune
STU0342,Computer Science,2025,7.93,No,Placed,TCS,Software Engineer,4.99,Pune
STU0112,IT,2024,8.97,Yes,Placed,Cisco,Cloud Associate,16.27,Pune
STU0670,Info Tech,2025,9.19,Yes,Placed,Microsoft,Data Analyst,22.74,Bangalore
STU0069,Mech,2024,7.51,No,Placed,Deloitte,Full Stack Developer,9.92,Hyderabad
STU0316,Electronics & Communication,2026,9.22,Yes,Placed,Google,Software Engineer,34.56,Pune
STU0681,CSE,2026,6.95,No,Placed,Amazon,Full Stack Developer,30.81,Hyderabad
STU0688,Information Technology,2023,7.61,No,Placed,Wipro,Software Engineer,5.86,Hyderabad
STU0359,Computer Science & Engineering,2024,8.11,Yes,Unplaced,,,,
STU0030,Mechanical Engineering,2026,6.22,Yes,Placed,Capgemini,Software Engineer,5.64,Bangalore
STU0495,Computer Science,2024,6.8,Yes,Placed,Cisco,Software Engineer,15.82,Hyderabad
STU0060,ECE,2025,7.69,No,Unplaced,,,,
STU0108,Civil Engineering,2025,7.41,Yes,Placed,IBM,DevOps Engineer,10.04,Bangalore
STU0366,Civil Engg,2025,7.5,Yes,Placed,Infosys,Full Stack Developer,6.24,Pune
STU0107,Computer Science,2025,8.5,Yes,Placed,Deloitte,Data Analyst,8.39,Chennai
STU0293,Electronics & Communication,2023,8.04,Yes,Placed,Cisco,Software Engineer,15.59,Bangalore
STU0501,IT,2024,8.33,Yes,Placed,Cognizant,Full Stack Developer,6.93,Bangalore
STU0448,Info Tech,2025,7.57,Yes,Placed,Deloitte,Data Analyst,10.18,Chennai
STU0380,Electronics & Communication,2025,7.95,No,Placed,Deloitte,Full Stack Developer,11.47,Bangalore
STU0699,Info Tech,2026,8.52,No,Placed,Capgemini,Software Engineer,4.95,Chennai
STU0177,CSE,2023,6.69,No,Placed,Cognizant,Software Engineer,5.17,Pune
STU0262,IT,2026,7.87,Yes,Placed,Cisco,Data Analyst,17.14,Hyderabad
STU0447,IT,2023,6.81,Yes,Placed,Deloitte,Business Analyst,8.9,Hyderabad
STU0568,Civil,2026,7.71,Yes,Placed,TCS,Software Engineer,4.62,Chennai
STU0376,CS,2025,7.11,Yes,Placed,Deloitte,Full Stack Developer,7.66,Gurgaon
STU0368,Mechanical Engineering,2025,7.65,No,Placed,Capgemini,QA Engineer,5.53,Pune
STU0771,ECE,2026,9.37,Yes,Placed,Cisco,Software Engineer,20.52,Hyderabad
STU0119,CS,2026,7.59,Yes,Unplaced,,,,
STU0541,CSE,2025,8.13,Yes,Placed,Accenture,Software Engineer,6.96,Bangalore
STU0619,Computer Science,2023,9.03,Yes,Placed,Google,Data Analyst,34.42,Chennai
STU0547,Computer Science,2024,8.58,Yes,Placed,Cisco,Full Stack Developer,19.4,Hyderabad
STU0013,Computer Science,2024,9.38,Yes,Placed,Google,QA Engineer,31.89,Bangalore
STU0283,Mechanical,2023,8.21,Yes,Unplaced,,,,
STU0345,Electronics,2026,8.37,Yes,Unplaced,,,,
STU0716,Computer Science & Engineering,2024,6.0,No,Unplaced,,,,
STU0082,Electronics & Communication,2024,8.6,Yes,Placed,Infosys,Cloud Associate,6.53,Hyderabad
STU0602,IT,2025,6.78,No,Placed,Accenture,Software Engineer,6.34,Chennai
STU0504,Mechanical,2024,7.06,Yes,Placed,Accenture,Software Engineer,7.3,Pune
STU0349,Electronics & Communication,2024,8.75,Yes,Placed,Infosys,Systems Engineer,6.8,Bangalore
STU0231,Computer Science,2023,6.99,No,Placed,Cognizant,Software Engineer,7.09,Pune
STU0355,Electronics,2025,9.33,Yes,Placed,Capgemini,Software Engineer,5.86,Hyderabad
STU0468,Mechanical Engineering,2024,6.69,No,Unplaced,,,,
STU0707,Electronics & Communication,2025,8.07,Yes,Placed,TCS,Cloud Associate,6.15,Hyderabad
STU0333,CSE,2024,8.15,Yes,Placed,Cognizant,Full Stack Developer,7.57,Hyderabad
STU0292,Info Tech,2023,8.79,Yes,Placed,Accenture,Full Stack Developer,5.04,Bangalore
STU0546,Mech,2023,8.15,Yes,Placed,Infosys,Business Analyst,5.88,Hyderabad
STU0325,Electronics & Communication,2023,7.8,Yes,Placed,Wipro,Software Engineer,4.88,Hyderabad
STU0294,Electronics,2024,7.5,Yes,Placed,TCS,Software Engineer,4.7,Bangalore
STU0580,IT,2023,7.26,No,Unplaced,,,,
STU0334,Computer Science,2025,6.54,No,Unplaced,,,,
STU0459,IT,2024,6.65,Yes,Placed,Oracle,Software Engineer,18.72,Mumbai
STU0249,Computer Science & Engineering,2023,8.4,Yes,Placed,JP Morgan,Full Stack Developer,21.82,Hyderabad
STU0470,Electronics,2025,9.42,Yes,Placed,JP Morgan,Cloud Associate,16.34,Hyderabad
STU0099,Electronics,2025,6.89,No,Placed,Infosys,Systems Engineer,6.79,Hyderabad
STU0372,Electronics & Communication,2023,7.29,Yes,Placed,Wipro,Software Engineer,6.75,Bangalore
STU0483,Electronics,2024,8.16,No,Unplaced,,,,
STU0159,Electronics & Communication,2026,8.79,Yes,Placed,Deloitte,Software Engineer,11.47,Gurgaon
STU0552,Information Technology,2023,6.06,Yes,Unplaced,,,,
STU0668,Computer Science & Engineering,2026,7.38,Yes,Placed,IBM,Full Stack Developer,11.34,Hyderabad
STU0018,Mechanical Engineering,2026,8.35,Yes,Placed,JP Morgan,Business Analyst,23.26,Bangalore
STU0651,CS,2025,6.77,Yes,Placed,TCS,Software Engineer,5.12,Hyderabad
STU0235,Mechanical,2025,7.51,Yes,Placed,Google,Data Analyst,26.85,Gurgaon
STU0536,Electronics,2025,8.73,No,Placed,TCS,Full Stack Developer,6.95,Gurgaon
STU0419,Computer Science,2025,7.4,No,Unplaced,,,,
STU0373,Electronics,2025,7.18,No,Unplaced,,,,
STU0304,CSE,2025,7.6,Yes,Placed,Capgemini,Business Analyst,6.46,Hyderabad
STU0576,Civil,2023,7.38,No,Placed,Oracle,Full Stack Developer,13.97,Bangalore
STU0550,Electronics,2024,7.54,Yes,Placed,Cognizant,Software Engineer,5.13,Pune
STU0715,Information Technology,2024,6.72,No,Placed,Wipro,Cloud Associate,5.05,Bangalore
STU0706,Electronics,2025,7.97,No,Unplaced,,,,
STU0270,Mechanical Engineering,2024,6.76,No,Unplaced,,,,
STU0775,Information Technology,2026,6.0,Yes,Placed,Deloitte,Cloud Associate,11.83,Hyderabad
STU0637,IT,2026,7.66,Yes,Placed,IBM,Software Engineer,7.74,Hyderabad
STU0762,ECE,2025,7.65,No,Placed,Infosys,QA Engineer,6.24,Chennai
STU0256,Computer Science,2025,9.9,Yes,Placed,Oracle,Full Stack Developer,19.59,Mumbai
STU0655,Computer Science & Engineering,2024,8.84,Yes,Placed,Microsoft,Business Analyst,23.06,Hyderabad
STU0597,Computer Science & Engineering,2025,8.69,Yes,Placed,TCS,Full Stack Developer,6.98,Bangalore
STU0147,CS,2023,6.1,Yes,Placed,Wipro,Software Engineer,5.7,Bangalore
STU0284,CSE,2024,8.11,Yes,Placed,Infosys,Software Engineer,5.28,Gurgaon
STU0347,Mechanical Engineering,2025,7.86,No,Unplaced,,,,
STU0666,CS,2024,8.39,Yes,Placed,Amazon,Systems Engineer,22.91,Hyderabad
STU0412,Electronics,2023,7.96,No,Placed,Wipro,Software Engineer,6.19,Bangalore
STU0665,Computer Science & Engineering,2025,6.13,Yes,Placed,Capgemini,Software Engineer,7.03,Bangalore
STU0200,Computer Science & Engineering,2026,7.55,No,Placed,Capgemini,Cloud Associate,7.74,Bangalore
STU0042,CSE,2024,6.75,Yes,Placed,Infosys,Software Engineer,5.9,Chennai
STU0705,Mechanical Engineering,2026,6.8,Yes,Placed,JP Morgan,Systems Engineer,14.29,Bangalore
STU0351,IT,2025,7.78,Yes,Unplaced,,,,
STU0470,Electronics,2025,9.42,Yes,Placed,JP Morgan,Cloud Associate,16.34,Hyderabad
STU0120,Mechanical Engineering,2026,9.68,Yes,Placed,Amazon,Software Engineer,23.56,Noida
STU0186,Computer Science,2025,8.05,Yes,Placed,Accenture,Systems Engineer,6.72,Bangalore
STU0180,Civil,2024,7.81,Yes,Placed,Infosys,Software Engineer,5.46,Hyderabad
STU0554,Info Tech,2026,6.62,Yes,Placed,Deloitte,QA Engineer,8.66,Pune
STU0193,Info Tech,2024,8.69,Yes,Placed,Accenture,Cloud Associate,8.19,Bangalore
STU0074,CSE,2025,7.25,Yes,Placed,Cisco,Business Analyst,19.07,Hyderabad
STU0089,Mechanical Engineering,2025,6.52,Yes,Placed,JP Morgan,Data Analyst,23.88,Chennai
STU0788,Computer Science & Engineering,2024,8.07,No,Placed,Infosys,Software Engineer,5.59,Bangalore
STU0117,CS,2024,9.3,No,Placed,Accenture,Full Stack Developer,7.28,Chennai
STU0732,IT,2026,7.77,Yes,Placed,Cognizant,Data Analyst,7.53,Pune
STU0032,Mech,2024,7.18,Yes,Placed,TCS,Full Stack Developer,6.19,Pune
STU0548,Electronics,2024,7.95,Yes,Placed,Wipro,Software Engineer,5.06,Mumbai
STU0713,Electronics & Communication,2024,8.61,No,Placed,Cognizant,Cloud Associate,7.34,Bangalore
STU0723,Electronics,2026,8.86,No,Unplaced,,,,
STU0656,Information Technology,2023,7.32,Yes,Placed,Wipro,Data Analyst,5.6,Hyderabad
STU0307,Computer Science,2026,8.54,Yes,Placed,Deloitte,Cloud Associate,8.13,Pune
STU0678,Information Technology,2026,7.87,Yes,Placed,Oracle,Full Stack Developer,15.16,Bangalore
STU0168,IT,2023,9.28,Yes,Placed,Cognizant,Software Engineer,6.52,Bangalore
STU0378,Information Technology,2025,8.76,Yes,Placed,Accenture,Full Stack Developer,6.24,Hyderabad
STU0311,Civil Engineering,2024,8.44,Yes,Placed,Cognizant,Cloud Associate,7.51,Noida
STU0101,IT,2024,7.37,Yes,Unplaced,,,,
STU0764,Computer Science,2023,8.63,Yes,Placed,Google,Systems Engineer,25.19,Mumbai
STU0579,CSE,2023,7.38,Yes,Unplaced,,,,
STU0514,CS,2024,7.58,Yes,Placed,Deloitte,Systems Engineer,8.86,Hyderabad
STU0045,CSE,2024,8.21,Yes,Placed,TCS,Software Engineer,6.64,Noida
STU0225,Info Tech,2023,8.22,Yes,Placed,TCS,Software Engineer,6.37,Pune
STU0672,Computer Science & Engineering,2023,7.38,Yes,Placed,Cognizant,Full Stack Developer,7.5,Bangalore
STU0729,ECE,2026,7.15,Yes,Placed,Accenture,Software Engineer,5.31,Bangalore
STU0646,Electronics,2023,8.61,Yes,Placed,Deloitte,Systems Engineer,8.4,Chennai
STU0433,Computer Science,2023,6.83,Yes,Placed,JP Morgan,Software Engineer,15.61,Pune
STU0295,Information Technology,2026,7.91,Yes,Placed,JP Morgan,Software Engineer,16.64,Chennai
STU0188,CSE,2024,8.65,Yes,Placed,Google,Data Analyst,32.99,Bangalore
STU0310,Information Technology,2025,7.79,Yes,Placed,TCS,Systems Engineer,6.94,Chennai
STU0050,Computer Science & Engineering,2023,8.12,Yes,Placed,Oracle,Full Stack Developer,18.2,Chennai
STU0725,Computer Science & Engineering,2026,8.95,Yes,Placed,IBM,Data Analyst,8.11,Bangalore
STU0348,Mechanical Engineering,2026,7.47,No,Unplaced,,,,
STU0093,Civil Engg,2025,6.74,Yes,Unplaced,,,,
STU0663,Electronics & Communication,2024,8.04,Yes,Unplaced,,,,
STU0274,Computer Science,2025,8.34,Yes,Placed,IBM,Software Engineer,7.6,Bangalore
STU0577,ECE,2025,6.96,No,Unplaced,,,,
STU0790,CS,2026,6.93,Yes,Placed,Wipro,Full Stack Developer,6.07,Bangalore
STU0612,CSE,2024,7.77,Yes,Placed,Deloitte,Full Stack Developer,11.0,Bangalore
STU0092,Electronics & Communication,2024,7.8,No,Placed,Deloitte,Data Analyst,8.07,Hyderabad
STU0037,Civil,2025,7.96,No,Unplaced,,,,
STU0799,Electronics & Communication,2025,9.22,Yes,Placed,Infosys,Software Engineer,5.13,Pune
STU0298,CS,2025,7.03,No,Unplaced,,,,
STU0755,ECE,2023,6.95,No,Unplaced,,,,
STU0323,Mechanical Engineering,2023,6.0,Yes,Placed,Microsoft,QA Engineer,26.7,Gurgaon
STU0280,Computer Science,2025,8.0,Yes,Placed,IBM,Cloud Associate,7.94,Gurgaon
STU0428,IT,2024,7.8,Yes,Placed,Google,Data Analyst,26.21,Pune
STU0364,Civil,2026,8.52,Yes,Unplaced,,,,
STU0197,Computer Science & Engineering,2024,7.04,Yes,Placed,Oracle,Data Analyst,14.66,Chennai
STU0609,CSE,2026,7.32,No,Unplaced,,,,
STU0070,Civil,2026,8.93,No,Placed,TCS,Full Stack Developer,6.57,Bangalore
STU0578,Computer Science,2026,8.55,Yes,Placed,Amazon,Cloud Associate,31.59,Noida
STU0421,Computer Science,2025,8.38,Yes,Placed,Deloitte,Data Analyst,10.93,Bangalore
STU0606,Information Technology,2025,8.11,Yes,Placed,Amazon,Data Analyst,22.28,Noida
STU0309,Info Tech,2025,6.0,Yes,Placed,TCS,Systems Engineer,5.76,Chennai
STU0450,CS,2024,9.21,Yes,Placed,Google,Business Analyst,32.25,Hyderabad
STU0227,Information Technology,2025,7.84,Yes,Placed,Infosys,Software Engineer,6.41,Gurgaon
STU0482,Information Technology,2026,6.39,Yes,Placed,Accenture,Software Engineer,8.84,Hyderabad
STU0313,Electronics & Communication,2026,6.81,No,Unplaced,,,,
STU0242,Electronics & Communication,2024,7.69,Yes,Placed,Cisco,Business Analyst,16.33,Noida
STU0004,CS,2023,6.61,No,Unplaced,,,,
STU0571,Electronics & Communication,2023,7.82,Yes,Placed,IBM,Software Engineer,6.73,Bangalore
STU0094,Mech,2024,8.18,No,Placed,Capgemini,Cloud Associate,6.28,Bangalore
STU0429,Computer Science,2024,7.18,Yes,Placed,TCS,Systems Engineer,6.3,Hyderabad
STU0398,CSE,2025,8.27,Yes,Placed,TCS,Data Analyst,4.32,Hyderabad
STU0600,ECE,2025,6.77,No,Unplaced,,,,
STU0583,Info Tech,2024,7.72,Yes,Placed,TCS,Software Engineer,5.28,Bangalore
STU0574,CS,2023,6.14,Yes,Placed,TCS,Business Analyst,4.35,Hyderabad
STU0090,Computer Science & Engineering,2026,7.05,Yes,Placed,Microsoft,Data Analyst,27.42,Pune
STU0215,Info Tech,2023,8.55,Yes,Placed,Cognizant,Software Engineer,5.94,Bangalore
STU0238,IT,2026,8.37,No,Unplaced,,,,
STU0287,IT,2026,8.85,Yes,Unplaced,,,,
STU0255,Information Technology,2024,6.83,No,Placed,Accenture,Full Stack Developer,6.95,Pune
STU0780,Mechanical Engineering,2026,8.08,Yes,Placed,Accenture,Full Stack Developer,6.62,Bangalore
STU0206,IT,2024,6.93,Yes,Placed,Accenture,Cloud Associate,5.75,Hyderabad
STU0538,Info Tech,2023,6.72,Yes,Placed,TCS,QA Engineer,5.5,Chennai
STU0505,Civil Engineering,2025,8.53,Yes,Placed,Microsoft,Data Analyst,23.66,Pune
STU0539,Civil,2024,6.81,No,Unplaced,,,,
STU0703,Electronics,2026,9.21,Yes,Placed,Google,Systems Engineer,27.56,Noida
STU0513,Electronics,2024,9.45,Yes,Placed,Google,Full Stack Developer,29.47,Hyderabad
STU0194,Electronics & Communication,2023,7.52,Yes,Placed,Oracle,QA Engineer,15.56,Bangalore
STU0674,IT,2024,7.93,Yes,Placed,Cisco,Software Engineer,19.93,Pune
STU0129,Computer Science & Engineering,2023,7.52,Yes,Placed,TCS,Cloud Associate,5.34,Gurgaon
STU0515,Civil,2023,8.9,Yes,Placed,JP Morgan,QA Engineer,20.67,Pune
STU0350,Computer Science,2023,7.48,Yes,Placed,Amazon,Cloud Associate,27.34,Bangalore
STU0214,Computer Science & Engineering,2025,8.73,Yes,Placed,Deloitte,Software Engineer,8.43,Bangalore
STU0564,Information Technology,2023,6.57,Yes,Unplaced,,,,
STU0379,CS,2024,7.92,Yes,Placed,Wipro,Full Stack Developer,6.26,Chennai
STU0683,CSE,2024,7.46,Yes,Placed,Infosys,Software Engineer,6.86,Chennai
STU0518,Info Tech,2025,8.83,Yes,Placed,TCS,Software Engineer,5.16,Bangalore
STU0210,IT,2025,7.61,Yes,Placed,Wipro,Full Stack Developer,4.62,Hyderabad
STU0555,IT,2023,8.08,Yes,Placed,Accenture,Full Stack Developer,8.54,Chennai
STU0720,Mechanical Engineering,2025,7.22,Yes,Placed,Cisco,Full Stack Developer,14.66,Pune
STU0711,Computer Science & Engineering,2025,8.27,Yes,Unplaced,,,,
STU0064,Computer Science & Engineering,2023,7.32,Yes,Placed,Oracle,Data Analyst,18.51,Hyderabad
STU0526,Computer Science & Engineering,2025,7.43,No,Placed,Cognizant,Software Engineer,5.14,Chennai
STU0650,Civil Engineering,2023,8.78,Yes,Placed,TCS,Software Engineer,5.66,Bangalore
STU0001,ECE,2023,7.76,No,Unplaced,,,,
STU0150,Information Technology,2025,8.21,Yes,Placed,Infosys,Cloud Associate,6.22,Bangalore
STU0738,CSE,2023,7.98,No,Placed,TCS,Full Stack Developer,5.6,Mumbai
STU0308,CS,2026,7.69,Yes,Placed,Cisco,Systems Engineer,17.32,Chennai
STU0487,Civil,2023,8.63,Yes,Placed,Accenture,Data Analyst,5.06,Gurgaon
STU0454,ECE,2025,7.04,No,Placed,Accenture,Software Engineer,6.3,Hyderabad
STU0553,Mech,2026,6.75,Yes,Placed,Accenture,Software Engineer,6.62,Bangalore
STU0437,IT,2026,7.78,Yes,Placed,Accenture,Software Engineer,6.97,Pune
STU0174,Civil Engg,2026,6.59,No,Unplaced,,,,
STU0551,IT,2025,8.75,Yes,Placed,Capgemini,Systems Engineer,8.16,Pune
STU0020,Computer Science,2023,7.9,Yes,Placed,Wipro,Business Analyst,5.71,Bangalore
STU0319,CSE,2024,9.72,Yes,Placed,TCS,Full Stack Developer,6.35,Bangalore
STU0635,Electronics,2023,6.7,No,Unplaced,,,,
STU0561,Civil Engineering,2026,7.22,No,Placed,Capgemini,Full Stack Developer,5.39,Bangalore
STU0582,Information Technology,2024,7.17,No,Placed,Accenture,Cloud Associate,5.53,Chennai
STU0687,Mech,2025,8.61,Yes,Placed,Accenture,Software Engineer,6.73,Noida
STU0797,IT,2026,6.42,Yes,Placed,Accenture,Full Stack Developer,7.47,Mumbai
STU0220,ECE,2026,8.5,Yes,Placed,JP Morgan,DevOps Engineer,18.28,Gurgaon
STU0522,IT,2023,6.47,Yes,Unplaced,,,,
STU0387,Civil Engineering,2026,8.6,Yes,Placed,TCS,Full Stack Developer,4.9,Bangalore
STU0073,ECE,2024,7.24,Yes,Placed,Infosys,QA Engineer,6.66,Gurgaon
STU0234,Electronics,2023,8.37,Yes,Placed,Amazon,Full Stack Developer,19.12,Noida
STU0321,Information Technology,2025,7.87,Yes,Placed,Accenture,Software Engineer,8.67,Bangalore
STU0340,CS,2025,7.53,Yes,Placed,Accenture,Data Analyst,8.34,Hyderabad
STU0752,IT,2026,8.52,Yes,Placed,Accenture,Software Engineer,7.42,Bangalore
STU0404,Computer Science & Engineering,2026,8.4,Yes,Placed,Infosys,Data Analyst,6.69,Bangalore
STU0162,Electronics & Communication,2023,7.83,No,Unplaced,,,,
STU0278,Mech,2025,7.02,No,Placed,Infosys,Full Stack Developer,6.92,Noida
STU0676,Computer Science & Engineering,2023,6.1,No,Unplaced,,,,
STU0631,IT,2026,8.78,Yes,Placed,Infosys,Software Engineer,4.56,Noida
STU0415,Info Tech,2025,8.33,No,Placed,Cognizant,Systems Engineer,4.64,Bangalore
STU0324,Info Tech,2025,7.67,No,Unplaced,,,,
STU0616,CSE,2023,7.95,Yes,Placed,IBM,Software Engineer,11.39,Chennai
STU0533,Computer Science,2025,7.77,Yes,Placed,Cognizant,Software Engineer,7.87,Chennai
STU0002,Information Technology,2023,8.45,Yes,Placed,Wipro,Cloud Associate,6.35,Hyderabad
STU0620,Electronics & Communication,2025,8.04,Yes,Placed,Amazon,Software Engineer,29.12,Pune
STU0694,IT,2025,7.04,No,Unplaced,,,,
STU0497,Computer Science,2023,7.74,Yes,Placed,Cognizant,Software Engineer,5.27,Bangalore
STU0105,IT,2023,7.5,Yes,Placed,TCS,Software Engineer,6.9,Noida
STU0593,Information Technology,2025,8.08,Yes,Placed,Microsoft,Data Analyst,20.19,Hyderabad
STU0394,CSE,2024,7.3,Yes,Placed,Accenture,Systems Engineer,5.18,Bangalore
STU0390,Info Tech,2023,7.14,Yes,Placed,Infosys,Data Analyst,6.18,Bangalore
STU0138,Computer Science,2025,7.49,Yes,Unplaced,,,,
STU0556,Computer Science,2025,7.58,No,Placed,Capgemini,Systems Engineer,8.31,Bangalore
STU0289,Computer Science & Engineering,2024,7.41,No,Placed,Infosys,Data Analyst,6.68,Bangalore
STU0488,Electronics & Communication,2026,8.81,Yes,Placed,Infosys,Full Stack Developer,6.91,Chennai
STU0800,CSE,2026,8.17,Yes,Placed,TCS,Full Stack Developer,5.23,Hyderabad
STU0208,Mechanical,2025,7.87,No,Placed,Accenture,Full Stack Developer,7.35,Chennai
STU0407,IT,2024,7.64,Yes,Placed,Microsoft,Software Engineer,23.99,Hyderabad
STU0657,IT,2025,7.82,Yes,Placed,Google,Data Analyst,32.95,Pune
STU0052,Mech,2025,8.76,Yes,Placed,TCS,Software Engineer,5.67,Hyderabad
STU0273,ECE,2025,8.63,No,Placed,Wipro,Full Stack Developer,5.75,Bangalore
STU0776,Computer Science,2023,7.22,Yes,Placed,TCS,Software Engineer,4.24,Hyderabad
STU0528,CSE,2026,9.08,Yes,Placed,JP Morgan,Business Analyst,20.13,Hyderabad
STU0414,Mech,2025,7.76,Yes,Unplaced,,,,
STU0519,CSE,2025,6.0,No,Placed,Capgemini,Full Stack Developer,8.39,Gurgaon
STU0599,Electronics,2026,7.99,No,Unplaced,,,,
STU0059,Computer Science & Engineering,2024,7.38,Yes,Placed,Infosys,Cloud Associate,6.62,Hyderabad
STU0449,Information Technology,2024,8.31,Yes,Placed,Google,Cloud Associate,32.43,Bangalore
STU0426,Information Technology,2026,6.82,No,Placed,TCS,QA Engineer,6.65,Bangalore
STU0527,Mech,2025,7.44,No,Placed,Wipro,Software Engineer,6.67,Hyderabad
STU0782,Electronics & Communication,2023,8.97,Yes,Placed,Microsoft,Systems Engineer,23.15,Bangalore
STU0056,Mechanical Engineering,2025,8.62,Yes,Placed,Microsoft,Full Stack Developer,29.41,Chennai
STU0630,Computer Science & Engineering,2026,7.98,Yes,Placed,Capgemini,Software Engineer,6.45,Mumbai
STU0266,IT,2024,8.39,Yes,Placed,IBM,Cloud Associate,10.9,Pune
STU0484,Information Technology,2023,8.88,Yes,Placed,Microsoft,Software Engineer,21.4,Pune
STU0370,Info Tech,2025,7.1,Yes,Placed,Wipro,Software Engineer,7.0,Bangalore
STU0624,Civil Engg,2024,8.59,Yes,Placed,Amazon,Systems Engineer,27.05,Bangalore
STU0704,IT,2025,7.59,Yes,Placed,Wipro,Business Analyst,4.46,Mumbai
STU0091,Information Technology,2023,6.0,Yes,Placed,Accenture,DevOps Engineer,5.12,Chennai
STU0207,Info Tech,2024,8.44,Yes,Placed,Capgemini,Full Stack Developer,6.79,Bangalore
STU0486,Computer Science,2024,7.07,Yes,Placed,Accenture,Systems Engineer,7.09,Gurgaon
STU0151,Computer Science,2025,6.61,No,Unplaced,,,,
